cve_id,drift_score,cvss_variance,nvd_score,nvd_cvss_version,github_score,github_cvss_version,assigning_cna,nvd_status
CVE-2025-47735,7.3,6.9,9.8,3.1,2.9,3.1,mitre,Analyzed
CVE-2025-47737,7.3,6.9,9.8,3.1,2.9,3.1,mitre,Analyzed
CVE-2025-48751,7.3,6.9,9.8,3.1,2.9,3.1,mitre,Analyzed
CVE-2025-48752,7.3,6.9,9.8,3.1,2.9,3.1,mitre,Analyzed
CVE-2025-48756,7.3,6.9,9.8,3.1,2.9,3.1,mitre,Analyzed
CVE-2024-47821,7.2,6.8,2.3,3.1,9.1,3.1,github,Analyzed
CVE-2024-58266,7.0,6.6,9.8,3.1,3.2,3.1,mitre,Analyzed
CVE-2025-53014,6.5,6.1,9.8,3.1,3.7,3.1,github,Modified
CVE-2025-57807,6.4,6.0,9.8,3.1,3.8,3.1,github,Modified
CVE-2024-38369,6.1,5.7,4.3,3.1,10.0,3.1,github,Modified
CVE-2025-1412,6.1,5.7,8.8,3.1,3.1,3.1,mattermost,Analyzed
CVE-2025-46653,6.1,5.7,8.8,3.1,3.1,3.1,mitre,Analyzed
CVE-2024-42447,6.0,5.6,9.8,3.1,4.2,3.1,apache,Modified
CVE-2024-39887,5.9,5.5,9.8,3.1,4.3,3.1,apache,Modified
CVE-2024-42850,5.9,5.5,9.8,3.1,4.3,3.1,mitre,Analyzed
CVE-2026-33529,5.9,5.5,8.8,3.1,3.3,3.1,github,Analyzed
CVE-2025-31116,5.8,5.4,9.8,3.1,4.4,3.1,github,Analyzed
CVE-2024-32037,5.7,5.3,0.0,3.1,5.3,3.1,github,Awaiting Analysis
CVE-2024-53861,5.7,5.3,7.5,3.1,2.2,3.1,github,Analyzed
CVE-2025-32021,5.7,5.3,7.5,3.1,2.2,3.1,github,Analyzed
CVE-2025-47241,5.7,5.3,4.0,3.1,9.3,3.1,mitre,Awaiting Analysis
CVE-2025-54314,5.5,5.1,2.8,3.1,7.9,3.1,mitre.org,Awaiting Analysis
CVE-2024-5798,5.3,4.9,7.5,3.1,2.6,3.1,hashicorp,Modified
CVE-2024-47825,5.1,4.7,8.7,3.1,4.0,3.1,github,Analyzed
CVE-2023-53159,5.0,4.6,9.1,3.1,4.5,3.1,mitre,Analyzed
CVE-2024-58261,5.0,4.6,7.5,3.1,2.9,3.1,mitre,Analyzed
CVE-2025-48754,5.0,4.6,7.5,3.1,2.9,3.1,mitre,Analyzed
CVE-2024-34107,4.9,4.5,9.8,3.1,5.3,3.1,adobe,Modified
CVE-2024-47819,4.9,4.5,8.7,3.1,4.2,3.1,github,Analyzed
CVE-2025-25274,4.9,4.5,8.8,3.1,4.3,3.1,mattermost,Analyzed
CVE-2026-25983,4.9,4.5,9.8,3.1,5.3,3.1,github,Analyzed
CVE-2026-25986,4.9,4.5,9.8,3.1,5.3,3.1,github,Analyzed
CVE-2024-28103,4.8,4.4,9.8,3.1,5.4,3.1,github,Modified
CVE-2024-45054,4.8,4.4,6.7,3.1,2.3,3.1,github,Analyzed
CVE-2024-45395,4.8,4.4,7.5,3.1,3.1,3.1,github,Analyzed
CVE-2024-47197,4.8,4.4,7.5,3.1,3.1,3.1,apache,Modified
CVE-2024-5657,4.8,4.4,8.1,3.1,3.7,3.1,1e3a9e0f-5156-4bf8-b8a3-cc311bfc0f4a,Modified
CVE-2025-59717,4.8,4.4,9.8,3.1,5.4,3.1,mitre,Analyzed
CVE-2025-67856,4.8,4.4,9.8,3.1,5.4,3.1,puiterwijk,Modified
CVE-2026-25960,4.8,4.4,9.8,3.1,5.4,3.1,github,Analyzed
CVE-2024-49768,4.7,4.3,4.8,3.1,9.1,3.1,github,Analyzed
CVE-2026-34562,4.7,4.3,9.0,3.1,4.7,3.1,github,Analyzed
CVE-2024-40886,4.6,4.2,8.8,3.1,4.6,3.1,mattermost,Analyzed
CVE-2026-22687,4.6,4.2,9.8,3.1,5.6,3.1,github,Modified
CVE-2024-5138,4.5,4.1,8.1,3.1,4.0,3.1,ubuntu,Analyzed
CVE-2024-21539,4.4,4.0,7.5,3.1,3.5,3.1,snyk,Awaiting Analysis
CVE-2024-45835,4.4,4.0,6.5,3.1,2.5,3.1,mattermost,Analyzed
CVE-2024-38986,4.3,3.9,9.8,3.1,5.9,3.1,mitre,Modified
CVE-2024-39677,4.3,3.9,9.8,3.1,5.9,3.1,github,Modified
CVE-2024-47875,4.3,3.9,6.1,3.1,10.0,3.1,github,Modified
CVE-2026-23492,4.3,3.9,4.9,3.1,8.8,3.1,github,Analyzed
CVE-2026-34768,4.3,3.9,7.8,3.1,3.9,3.1,github,Analyzed
CVE-2023-30464,4.2,3.8,7.5,3.1,3.7,3.1,mitre,Analyzed
CVE-2024-31450,4.2,3.8,6.5,3.1,2.7,3.1,github,Analyzed
CVE-2024-41172,4.2,3.8,7.5,3.1,3.7,3.1,apache,Modified
CVE-2024-41264,4.2,3.8,7.5,3.1,3.7,3.1,mitre,Analyzed
CVE-2024-41270,4.2,3.8,9.1,3.1,5.3,3.1,mitre,Analyzed
CVE-2024-42461,4.2,3.8,9.1,3.1,5.3,3.1,mitre,Modified
CVE-2024-42515,4.2,3.8,9.9,3.1,6.1,3.1,mitre,Awaiting Analysis
CVE-2024-48949,4.2,3.8,9.1,3.1,5.3,3.1,mitre,Modified
CVE-2025-53019,4.2,3.8,7.5,3.1,3.7,3.1,github,Modified
CVE-2025-55212,4.2,3.8,7.5,3.1,3.7,3.1,github,Modified
CVE-2026-25987,4.2,3.8,9.1,3.1,5.3,3.1,github,Analyzed
CVE-2026-35537,4.2,3.8,7.5,3.1,3.7,3.1,mitre,Analyzed
CVE-2024-25737,4.1,3.7,5.4,3.1,9.1,3.1,mitre,Awaiting Analysis
CVE-2024-41178,4.1,3.7,7.5,3.1,3.8,3.1,apache,Analyzed
CVE-2024-41947,4.1,3.7,5.4,3.1,9.1,3.1,github,Analyzed
CVE-2024-43400,4.1,3.7,5.4,3.1,9.1,3.1,github,Analyzed
CVE-2024-45595,4.1,3.7,9.8,3.1,6.1,3.1,github,Analyzed
CVE-2024-45856,4.1,3.7,5.4,3.1,9.1,3.1,6f8de1f0-f67e-45a6-b68f-98777fdb759c,Analyzed
CVE-2025-46326,4.1,3.7,7.0,3.1,3.3,3.1,github,Analyzed
CVE-2025-46327,4.1,3.7,7.0,3.1,3.3,3.1,github,Analyzed
CVE-2025-46328,4.1,3.7,7.0,3.1,3.3,3.1,github,Analyzed
CVE-2025-47933,4.1,3.7,5.4,3.1,9.1,3.1,github,Analyzed
CVE-2025-48207,4.1,3.7,8.6,3.1,4.9,3.1,mitre,Awaiting Analysis
CVE-2026-23493,4.1,3.7,4.9,3.1,8.6,3.1,github,Analyzed
CVE-2026-24838,4.1,3.7,5.4,3.1,9.1,3.1,github,Analyzed
CVE-2026-27822,4.1,3.7,5.4,3.1,9.1,3.1,github,Analyzed
CVE-2026-34561,4.1,3.7,8.4,3.1,4.7,3.1,github,Analyzed
CVE-2024-34716,4.0,3.6,6.1,3.1,9.7,3.1,github,Analyzed
CVE-2024-35225,4.0,3.6,6.1,3.1,9.7,3.1,github,Analyzed
CVE-2024-40637,4.0,3.6,7.8,3.1,4.2,3.1,github,Modified
CVE-2024-46488,4.0,3.6,5.5,3.1,9.1,3.1,mitre,Analyzed
CVE-2024-55228,4.0,3.6,9.0,3.1,5.4,3.1,mitre,Modified
CVE-2024-8980,4.0,3.6,6.1,3.1,9.7,3.1,liferay,Analyzed
CVE-2024-9148,4.0,3.6,6.1,3.1,9.7,3.1,tenable,Analyzed
CVE-2025-67601,4.0,3.6,4.8,3.1,8.4,3.1,suse,Analyzed
CVE-2026-25971,4.0,3.6,9.8,3.1,6.2,3.1,github,Analyzed
CVE-2024-23321,3.9,3.5,8.8,3.1,5.3,3.1,apache,Modified
CVE-2024-27181,3.9,3.5,8.8,3.1,5.3,3.1,apache,Analyzed
CVE-2024-28397,3.9,3.5,5.3,3.1,8.8,3.1,mitre,Awaiting Analysis
CVE-2024-31580,3.9,3.5,4.0,3.1,7.5,3.1,mitre,Analyzed
CVE-2024-36039,3.9,3.5,6.3,3.1,9.8,3.1,mitre,Awaiting Analysis
CVE-2025-20051,3.9,3.5,6.5,3.1,10.0,3.1,mattermost,Analyzed
CVE-2025-27220,3.9,3.5,7.5,3.1,4.0,3.1,mitre,Modified
CVE-2025-31363,4.5,3.5,6.5,3.1,3.0,3.1,mattermost,Analyzed
CVE-2025-65026,3.9,3.5,9.6,3.1,6.1,3.1,github,Analyzed
CVE-2025-66034,3.9,3.5,9.8,3.1,6.3,3.1,github,Analyzed
CVE-2026-23885,3.9,3.5,9.9,3.1,6.4,3.1,github,Analyzed
CVE-2026-27837,3.9,3.5,9.8,3.1,6.3,3.1,github,Analyzed
CVE-2026-29795,3.9,3.5,7.5,3.1,4.0,3.1,github,Analyzed
CVE-2026-30934,3.9,3.5,5.4,3.1,8.9,3.1,github,Analyzed
CVE-2026-31938,3.9,3.5,6.1,3.1,9.6,3.1,github,Analyzed
CVE-2024-22091,3.8,3.4,6.5,3.1,3.1,3.1,mattermost,Analyzed
CVE-2024-38276,3.8,3.4,8.8,3.1,5.4,3.1,puiterwijk,Modified
CVE-2024-41949,3.8,3.4,6.4,3.1,3.0,3.1,github,Analyzed
CVE-2024-45537,3.8,3.4,6.5,3.1,3.1,3.1,apache,Modified
CVE-2024-47082,3.8,3.4,8.0,3.1,4.6,3.1,github,Analyzed
CVE-2024-5629,3.8,3.4,8.1,3.1,4.7,3.1,mongodb,Modified
CVE-2024-6762,3.8,3.4,6.5,3.1,3.1,3.1,eclipse,Modified
CVE-2025-14822,3.8,3.4,6.5,3.1,3.1,3.1,mattermost,Analyzed
CVE-2025-59682,3.8,3.4,6.5,3.1,3.1,3.1,mitre,Modified
CVE-2025-64745,3.8,3.4,6.1,3.1,2.7,3.1,github,Analyzed
CVE-2025-66168,3.8,3.4,8.8,3.1,5.4,3.1,apache,Modified
CVE-2025-9081,3.8,3.4,6.5,3.1,3.1,3.1,mattermost,Analyzed
CVE-2026-32278,3.8,3.4,4.8,3.1,8.2,3.1,github,Analyzed
CVE-2026-32938,3.8,3.4,6.5,3.1,9.9,3.1,github,Analyzed
CVE-2024-36264,3.7,3.3,9.8,3.1,6.5,3.1,apache.org,Modified
CVE-2024-40614,3.7,3.3,9.8,3.1,6.5,3.1,mitre,Modified
CVE-2024-44076,3.7,3.3,9.8,3.1,6.5,3.1,mitre,Analyzed
CVE-2025-45143,3.7,3.3,7.0,3.1,3.7,3.1,mitre,Analyzed
CVE-2025-52478,3.7,3.3,5.4,3.1,8.7,3.1,github,Analyzed
CVE-2025-55004,3.7,3.3,4.3,3.1,7.6,3.1,github,Analyzed
CVE-2025-64495,3.7,3.3,5.4,3.1,8.7,3.1,github,Analyzed
CVE-2025-65959,3.7,3.3,5.4,3.1,8.7,3.1,github,Analyzed
CVE-2026-1525,3.7,3.3,9.8,3.1,6.5,3.1,ce714d77-add3-4f53-aff5-83d477b104bb,Analyzed
CVE-2026-22770,3.7,3.3,9.8,3.1,6.5,3.1,github,Analyzed
CVE-2026-23733,3.7,3.3,6.4,3.1,9.7,3.1,github,Awaiting Analysis
CVE-2026-24490,3.7,3.3,4.8,3.1,8.1,3.1,github,Analyzed
CVE-2026-2476,3.7,3.3,4.3,3.1,7.6,3.1,mattermost,Analyzed
CVE-2026-24888,3.7,3.3,9.8,3.1,6.5,3.1,github,Analyzed
CVE-2026-25897,3.7,3.3,9.8,3.1,6.5,3.1,github,Analyzed
CVE-2026-26022,3.7,3.3,5.4,3.1,8.7,3.1,github,Analyzed
CVE-2026-27196,3.7,3.3,4.8,3.1,8.1,3.1,github,Analyzed
CVE-2026-27795,3.7,3.3,7.4,3.1,4.1,3.1,github,Analyzed
CVE-2026-28426,3.7,3.3,5.4,3.1,8.7,3.1,github,Analyzed
CVE-2026-30587,3.7,3.3,8.7,3.1,5.4,3.1,mitre,Analyzed
CVE-2026-33674,3.7,3.3,5.3,3.1,2.0,3.1,github,Analyzed
CVE-2023-46442,3.6,3.2,4.3,3.1,7.5,3.1,mitre,Awaiting Analysis
CVE-2024-29736,3.6,3.2,9.1,3.1,5.9,3.1,apache,Modified
CVE-2024-36121,3.6,3.2,9.1,3.1,5.9,3.1,github,Modified
CVE-2024-39330,3.6,3.2,4.3,3.1,7.5,3.1,mitre,Modified
CVE-2024-40635,3.6,3.2,7.8,3.1,4.6,3.1,github,Analyzed
CVE-2024-46943,3.6,3.2,7.5,3.1,4.3,3.1,mitre,Modified
CVE-2024-47401,3.6,3.2,7.5,3.1,4.3,3.1,mattermost,Analyzed
CVE-2024-47554,3.6,3.2,4.3,3.1,7.5,3.1,apache,Analyzed
CVE-2024-47805,3.6,3.2,7.5,3.1,4.3,3.1,googlegroups,Modified
CVE-2024-49753,3.6,3.2,9.1,3.1,5.9,3.1,github,Analyzed
CVE-2025-50538,3.6,3.2,6.1,3.1,9.3,3.1,mitre,Analyzed
CVE-2025-53368,3.6,3.2,5.4,3.1,8.6,3.1,github,Analyzed
CVE-2025-53370,3.6,3.2,5.4,3.1,8.6,3.1,github,Analyzed
CVE-2025-53678,3.6,3.2,6.5,3.1,3.3,3.1,googlegroups,Modified
CVE-2025-59839,3.6,3.2,5.4,3.1,8.6,3.1,github,Analyzed
CVE-2026-20719,3.6,3.2,7.5,3.1,4.3,3.1,mattermost,Analyzed
CVE-2026-27614,3.6,3.2,6.1,3.1,9.3,3.1,github,Analyzed
CVE-2026-29183,3.6,3.2,6.1,3.1,9.3,3.1,github,Analyzed
CVE-2026-32940,3.6,3.2,6.1,3.1,9.3,3.1,github,Analyzed
CVE-2025-46722,3.5,3.1,7.3,3.1,4.2,3.1,github,Analyzed
CVE-2025-62171,3.5,3.1,7.5,3.1,4.4,3.1,github,Modified
CVE-2025-68158,3.5,3.1,8.8,3.1,5.7,3.1,github,Modified
CVE-2026-27798,3.5,3.1,7.1,3.1,4.0,3.1,github,Analyzed
CVE-2024-45233,3.4,3.0,9.8,3.1,6.8,3.1,mitre,Analyzed
CVE-2024-50345,3.4,3.0,6.1,3.1,3.1,3.1,github,Modified
CVE-2024-57177,3.4,3.0,7.3,3.1,4.3,3.1,mitre,Awaiting Analysis
CVE-2025-2946,3.4,3.0,6.1,3.1,9.1,3.1,f86ef6dc-4d3a-42ad-8f28-e6d5547a5007,Analyzed
CVE-2025-43973,3.4,3.0,9.8,3.1,6.8,3.1,mitre,Analyzed
CVE-2025-53650,3.4,3.0,7.3,3.1,4.3,3.1,googlegroups,Modified
CVE-2025-62690,3.4,3.0,6.1,3.1,3.1,3.1,mattermost,Analyzed
CVE-2025-67499,3.4,3.0,3.6,3.1,6.6,3.1,github,Analyzed
CVE-2025-9084,3.4,3.0,6.1,3.1,3.1,3.1,mattermost,Analyzed
CVE-2026-22250,3.4,3.0,5.5,3.1,2.5,3.1,github,Analyzed
CVE-2024-23454,3.3,2.9,6.2,3.1,3.3,3.1,apache,Analyzed
CVE-2024-28717,3.3,2.9,4.9,3.1,7.8,3.1,mitre,Awaiting Analysis
CVE-2024-3056,3.3,2.9,7.7,3.1,4.8,3.1,redhat,Modified
CVE-2024-45772,3.3,2.9,8.0,3.1,5.1,3.1,apache,Analyzed
CVE-2025-1693,3.3,2.9,6.8,3.1,3.9,3.1,mongodb,Analyzed
CVE-2025-68481,3.3,2.9,8.8,3.1,5.9,3.1,github,Analyzed
CVE-2025-68939,3.3,2.9,5.3,3.1,8.2,3.1,mitre,Analyzed
CVE-2026-23950,3.3,2.9,5.9,3.1,8.8,3.1,github,Analyzed
CVE-2026-35545,3.3,2.9,8.2,3.1,5.3,3.1,mitre,Analyzed
CVE-2024-22261,3.2,2.8,5.5,3.1,2.7,3.1,vmware,Analyzed
CVE-2024-32231,3.2,2.8,6.3,3.1,9.1,3.1,mitre,Analyzed
CVE-2024-40636,3.2,2.8,5.3,3.1,2.5,3.1,github,Awaiting Analysis
CVE-2024-40647,3.2,2.8,5.3,3.1,2.5,3.1,github,Awaiting Analysis
CVE-2024-45606,3.2,2.8,4.3,3.1,7.1,3.1,github,Analyzed
CVE-2024-4596,3.2,2.8,6.5,3.1,3.7,3.1,vuldb,Analyzed
CVE-2024-6376,3.2,2.8,9.8,3.1,7.0,3.1,mongodb,Modified
CVE-2024-9341,3.2,2.8,8.2,3.1,5.4,3.1,redhat,Modified
CVE-2025-11143,3.2,2.8,6.5,3.1,3.7,3.1,eclipse,Analyzed
CVE-2025-53652,3.2,2.8,8.2,3.1,5.4,3.1,googlegroups,Modified
CVE-2025-54798,3.2,2.8,5.3,3.1,2.5,3.1,github,Modified
CVE-2026-22819,3.2,2.8,3.1,3.1,5.9,3.1,github,Analyzed
CVE-2026-27808,3.2,2.8,8.6,3.1,5.8,3.1,github,Analyzed
CVE-2026-34384,3.2,2.8,7.3,3.1,4.5,3.1,github,Analyzed
CVE-2024-34707,3.1,2.7,4.8,3.1,7.5,3.1,github,Analyzed
CVE-2024-35239,3.1,2.7,5.4,3.1,2.7,3.1,github,Analyzed
CVE-2024-41800,3.1,2.7,7.5,3.1,4.8,3.1,github,Modified
CVE-2024-42512,3.1,2.7,8.6,3.1,5.9,3.1,mitre,Analyzed
CVE-2024-47182,3.1,2.7,7.5,3.1,4.8,3.1,github,Analyzed
CVE-2024-50703,3.1,2.7,8.1,3.1,5.4,3.1,mitre,Analyzed
CVE-2025-26528,3.1,2.7,6.1,3.1,3.4,3.1,puiterwijk,Analyzed
CVE-2025-56556,3.1,2.7,3.8,3.1,6.5,3.1,mitre,Modified
CVE-2025-59681,3.1,2.7,9.8,3.1,7.1,3.1,mitre,Modified
CVE-2026-22704,3.1,2.7,5.4,3.1,8.1,3.1,github,Analyzed
CVE-2026-24778,3.1,2.7,6.1,3.1,8.8,3.1,github,Analyzed
CVE-2026-27900,3.1,2.7,7.7,3.1,5.0,3.1,github,Analyzed
CVE-2026-27953,3.1,2.7,9.8,3.1,7.1,3.1,github,Analyzed
CVE-2026-29070,3.1,2.7,8.1,3.1,5.4,3.1,github,Analyzed
CVE-2024-23444,3.0,2.6,7.5,3.1,4.9,3.1,elastic,Modified
CVE-2024-41259,3.0,2.6,9.1,3.1,6.5,3.1,mitre,Analyzed
CVE-2024-42470,3.0,2.6,9.1,3.1,6.5,3.1,github,Analyzed
CVE-2024-45258,3.0,2.6,9.8,3.1,7.2,3.1,mitre,Awaiting Analysis
CVE-2024-47047,3.0,2.6,7.5,3.1,4.9,3.1,mitre,Modified
CVE-2024-48218,3.0,2.6,7.2,3.1,9.8,3.1,mitre,Analyzed
CVE-2024-48222,3.0,2.6,7.2,3.1,9.8,3.1,mitre,Analyzed
CVE-2024-48223,3.0,2.6,7.2,3.1,9.8,3.1,mitre,Analyzed
CVE-2024-48224,3.0,2.6,4.9,3.1,7.5,3.1,mitre,Analyzed
CVE-2024-48225,3.6,2.6,6.5,3.1,9.1,3.1,mitre,Analyzed
CVE-2024-48226,3.0,2.6,7.2,3.1,9.8,3.1,mitre,Analyzed
CVE-2024-48227,3.6,2.6,4.9,3.1,7.5,3.1,mitre,Analyzed
CVE-2024-48229,3.0,2.6,7.2,3.1,9.8,3.1,mitre,Analyzed
CVE-2024-48230,3.0,2.6,7.2,3.1,9.8,3.1,mitre,Analyzed
CVE-2024-49757,3.0,2.6,4.9,3.1,7.5,3.1,github,Analyzed
CVE-2024-52588,3.0,2.6,7.5,3.1,4.9,3.1,github,Analyzed
CVE-2024-52981,3.0,2.6,7.5,3.1,4.9,3.1,elastic,Analyzed
CVE-2024-56526,3.0,2.6,4.9,3.1,7.5,3.1,mitre,Analyzed
CVE-2024-5998,3.0,2.6,7.8,3.1,5.2,3.1,huntr,Analyzed
CVE-2025-10713,3.0,2.6,9.1,3.1,6.5,3.1,ed10eef1-636d-4fbe-9993-6890dfa878f8,Analyzed
CVE-2025-32972,3.0,2.6,5.3,3.1,2.7,3.1,github,Analyzed
CVE-2025-46827,3.0,2.6,5.4,3.1,8.0,3.1,github,Analyzed
CVE-2025-49136,3.0,2.6,6.5,3.1,9.1,3.1,github,Analyzed
CVE-2025-49656,3.0,2.6,7.5,3.1,4.9,3.1,apache,Modified
CVE-2025-53658,3.0,2.6,5.4,3.1,8.0,3.1,googlegroups,Modified
CVE-2025-57164,3.0,2.6,6.5,3.1,9.1,3.1,mitre,Analyzed
CVE-2025-67641,3.0,2.6,5.4,3.1,8.0,3.1,googlegroups,Analyzed
CVE-2025-67852,3.0,2.6,6.1,3.1,3.5,3.1,puiterwijk,Analyzed
CVE-2026-25898,3.0,2.6,9.1,3.1,6.5,3.1,github,Analyzed
CVE-2026-26057,3.0,2.6,9.1,3.1,6.5,3.1,github,Analyzed
CVE-2026-26284,3.0,2.6,9.1,3.1,6.5,3.1,github,Analyzed
CVE-2026-28280,3.0,2.6,8.7,3.1,6.1,3.1,github,Analyzed
CVE-2026-33768,3.0,2.6,9.1,3.1,6.5,3.1,github,Analyzed
CVE-2024-10006,2.9,2.5,5.8,3.1,8.3,3.1,hashicorp,Modified
CVE-2024-29069,2.9,2.5,7.3,3.1,4.8,3.1,ubuntu,Modified
CVE-2024-32874,2.9,2.5,6.8,3.1,9.3,3.1,github,Awaiting Analysis
CVE-2024-36543,2.9,2.5,9.8,3.1,7.3,3.1,mitre,Awaiting Analysis
CVE-2024-39008,2.9,2.5,10.0,3.1,7.5,3.1,mitre,Awaiting Analysis
CVE-2024-39613,2.9,2.5,7.8,3.1,5.3,3.1,mattermost,Analyzed
CVE-2024-41124,2.9,2.5,6.3,3.1,3.8,3.1,github,Awaiting Analysis
CVE-2024-42357,2.9,2.5,9.8,3.1,7.3,3.1,github,Analyzed
CVE-2024-45291,2.9,2.5,8.8,3.1,6.3,3.1,github,Analyzed
CVE-2024-45390,2.9,2.5,9.8,3.1,7.3,3.1,github,Analyzed
CVE-2024-52305,2.9,2.5,4.8,3.1,7.3,3.1,github,Analyzed
CVE-2024-8071,2.9,2.5,7.2,3.1,4.7,3.1,mattermost,Analyzed
CVE-2025-1692,2.9,2.5,8.8,3.1,6.3,3.1,mongodb,Analyzed
CVE-2025-25279,2.9,2.5,7.5,3.1,10.0,3.1,mattermost,Analyzed
CVE-2025-26699,2.9,2.5,7.5,3.1,5.0,3.1,mitre,Analyzed
CVE-2025-27145,2.9,2.5,6.1,3.1,3.6,3.1,github,Analyzed
CVE-2025-68924,2.9,2.5,7.5,3.1,10.0,3.1,mitre.org,Analyzed
CVE-2025-69203,2.9,2.5,8.8,3.1,6.3,3.1,github,Analyzed
CVE-2026-23736,2.9,2.5,9.8,3.1,7.3,3.1,github,Analyzed
CVE-2026-24126,2.9,2.5,9.1,3.1,6.6,3.1,github,Analyzed
CVE-2026-27599,2.9,2.5,7.2,3.1,4.7,3.1,github,Analyzed
CVE-2026-32106,2.9,2.5,7.2,3.1,4.7,3.1,github,Analyzed
CVE-2026-32722,2.9,2.5,6.1,3.1,3.6,3.1,github,Analyzed
CVE-2026-33128,2.9,2.5,10.0,3.1,7.5,3.1,github,Analyzed
CVE-2022-31671,2.8,2.4,7.4,3.1,5.0,3.1,vmware,Analyzed
CVE-2023-53160,2.8,2.4,5.3,3.1,2.9,3.1,mitre,Analyzed
CVE-2023-53161,2.8,2.4,5.3,3.1,2.9,3.1,mitre,Analyzed
CVE-2024-34537,3.4,2.4,4.9,3.1,2.5,3.1,mitre,Analyzed
CVE-2024-36536,2.8,2.4,9.8,3.1,7.4,3.1,mitre,Analyzed
CVE-2024-42347,2.8,2.4,6.5,3.1,4.1,3.1,github,Analyzed
CVE-2024-47524,2.8,2.4,4.8,3.1,7.2,3.1,github,Analyzed
CVE-2024-50355,2.8,2.4,4.8,3.1,7.2,3.1,github,Analyzed
CVE-2024-56199,2.8,2.4,7.6,3.1,5.2,3.1,github,Analyzed
CVE-2024-8038,2.8,2.4,5.5,3.1,7.9,3.1,ubuntu,Analyzed
CVE-2025-13357,2.8,2.4,9.8,3.1,7.4,3.1,hashicorp,Analyzed
CVE-2025-47775,2.8,2.4,8.6,3.1,6.2,3.1,github,Analyzed
CVE-2025-49137,2.8,2.4,6.1,3.1,8.5,3.1,github,Analyzed
CVE-2025-53101,2.8,2.4,9.8,3.1,7.4,3.1,github,Modified
CVE-2025-59546,2.8,2.4,4.8,3.1,2.4,3.1,github,Analyzed
CVE-2025-66404,2.8,2.4,8.8,3.1,6.4,3.1,github,Analyzed
CVE-2026-25968,2.8,2.4,9.8,3.1,7.4,3.1,github,Analyzed
CVE-2022-31666,2.7,2.3,5.4,3.1,7.7,3.1,vmware,Analyzed
CVE-2022-3602,2.7,2.3,7.5,3.1,9.8,3.1,openssl,Modified
CVE-2023-6787,2.7,2.3,8.8,3.1,6.5,3.1,redhat,Analyzed
CVE-2024-10005,2.7,2.3,5.8,3.1,8.1,3.1,hashicorp,Modified
CVE-2024-25637,2.7,2.3,5.4,3.1,3.1,3.1,github,Analyzed
CVE-2024-32977,2.7,2.3,9.4,3.1,7.1,3.1,github,Analyzed
CVE-2024-34111,2.7,2.3,8.8,3.1,6.5,3.1,adobe,Modified
CVE-2024-35059,2.7,2.3,7.5,3.1,9.8,3.1,mitre,Analyzed
CVE-2024-39705,2.7,2.3,9.8,3.1,7.5,3.1,mitre,Awaiting Analysis
CVE-2024-42473,2.7,2.3,9.8,3.1,7.5,3.1,github,Analyzed
CVE-2024-45048,2.7,2.3,6.5,3.1,8.8,3.1,github,Analyzed
CVE-2024-45594,2.7,2.3,5.4,3.1,7.7,3.1,github,Analyzed
CVE-2024-52803,2.7,2.3,9.8,3.1,7.5,3.1,github,Analyzed
CVE-2024-55889,2.7,2.3,7.2,3.1,4.9,3.1,github,Analyzed
CVE-2025-13523,2.7,2.3,5.4,3.1,7.7,3.1,mattermost,Analyzed
CVE-2025-14894,2.7,2.3,9.8,3.1,7.5,3.1,cert,Analyzed
CVE-2025-26260,2.7,2.3,8.8,3.1,6.5,3.1,mitre,Analyzed
CVE-2025-26529,2.7,2.3,6.1,3.1,8.4,3.1,puiterwijk,Analyzed
CVE-2025-26530,2.7,2.3,6.1,3.1,8.4,3.1,puiterwijk,Analyzed
CVE-2025-49146,2.7,2.3,5.9,3.1,8.2,3.1,github,Analyzed
CVE-2025-53513,2.7,2.3,6.5,3.1,8.8,3.1,ubuntu,Analyzed
CVE-2025-66411,2.7,2.3,5.5,3.1,7.8,3.1,github,Analyzed
CVE-2026-24836,2.7,2.3,5.4,3.1,7.7,3.1,github,Analyzed
CVE-2026-24837,2.7,2.3,5.4,3.1,7.7,3.1,github,Analyzed
CVE-2026-26198,2.7,2.3,7.5,3.1,9.8,3.1,github,Analyzed
CVE-2026-29045,2.7,2.3,9.8,3.1,7.5,3.1,github,Analyzed
CVE-2026-31824,2.7,2.3,5.9,3.1,8.2,3.1,github,Analyzed
CVE-2026-33180,2.7,2.3,7.5,3.1,9.8,3.1,github,Awaiting Analysis
CVE-2026-33669,2.7,2.3,7.5,3.1,9.8,3.1,github,Analyzed
CVE-2026-33670,2.7,2.3,7.5,3.1,9.8,3.1,github,Analyzed
CVE-2026-33673,2.7,2.3,5.4,3.1,7.7,3.1,github,Analyzed
CVE-2026-33718,2.7,2.3,9.9,3.1,7.6,3.1,github,Analyzed
CVE-2026-34780,2.7,2.3,6.1,3.1,8.4,3.1,github,Analyzed
CVE-2026-35041,2.7,2.3,6.5,3.1,4.2,3.1,github,Analyzed
CVE-2023-53157,2.6,2.2,7.5,3.1,5.3,3.1,mitre,Analyzed
CVE-2024-25885,2.6,2.2,7.5,3.1,5.3,3.1,mitre,Awaiting Analysis
CVE-2024-28168,2.6,2.2,7.5,3.1,5.3,3.1,apache,Analyzed
CVE-2024-29857,2.6,2.2,7.5,3.1,5.3,3.1,mitre,Awaiting Analysis
