cve_id,drift_score,cvss_variance,nvd_score,nvd_cvss_version,github_score,github_cvss_version,assigning_cna,nvd_status
CVE-2024-45042,0.4,0.0,4.4,3.1,4.4,3.1,github,Awaiting Analysis
CVE-2024-45043,0.4,0.0,5.3,3.1,5.3,3.1,github,Awaiting Analysis
CVE-2024-45046,0.4,0.0,5.4,3.1,5.4,3.1,github,Analyzed
CVE-2024-45060,0.4,0.0,6.1,3.1,6.1,3.1,github,Analyzed
CVE-2024-45106,0.4,0.0,8.1,3.1,8.1,3.1,apache,Analyzed
CVE-2024-45116,0.4,0.0,8.1,3.1,8.1,3.1,adobe,Analyzed
CVE-2024-45117,0.4,0.0,7.6,3.1,7.6,3.1,adobe,Analyzed
CVE-2024-45118,0.4,0.0,6.5,3.1,6.5,3.1,adobe,Analyzed
CVE-2024-45119,0.4,0.0,4.9,3.1,4.9,3.1,adobe,Analyzed
CVE-2024-45121,0.4,0.0,4.3,3.1,4.3,3.1,adobe,Analyzed
CVE-2024-45122,0.4,0.0,4.3,3.1,4.3,3.1,adobe,Analyzed
CVE-2024-45123,0.4,0.0,6.1,3.1,6.1,3.1,adobe,Analyzed
CVE-2024-45124,0.4,0.0,5.3,3.1,5.3,3.1,adobe,Analyzed
CVE-2024-45125,0.4,0.0,4.3,3.1,4.3,3.1,adobe,Analyzed
CVE-2024-45127,0.4,0.0,4.8,3.1,4.8,3.1,adobe,Analyzed
CVE-2024-45128,0.4,0.0,5.4,3.1,5.4,3.1,adobe,Modified
CVE-2024-45129,0.4,0.0,4.3,3.1,4.3,3.1,adobe,Analyzed
CVE-2024-45130,0.4,0.0,4.3,3.1,4.3,3.1,adobe,Analyzed
CVE-2024-45131,0.4,0.0,5.4,3.1,5.4,3.1,adobe,Modified
CVE-2024-45132,0.4,0.0,6.5,3.1,6.5,3.1,adobe,Modified
CVE-2024-45133,0.4,0.0,2.7,3.1,2.7,3.1,adobe,Analyzed
CVE-2024-45134,0.4,0.0,2.7,3.1,2.7,3.1,adobe,Analyzed
CVE-2024-45135,0.4,0.0,2.7,3.1,2.7,3.1,adobe,Analyzed
CVE-2024-45149,0.4,0.0,2.7,3.1,2.7,3.1,adobe,Analyzed
CVE-2024-45188,0.4,0.0,6.5,3.1,6.5,3.1,jfrog,Analyzed
CVE-2024-45189,0.4,0.0,6.5,3.1,6.5,3.1,jfrog,Modified
CVE-2024-45190,0.4,0.0,6.5,3.1,6.5,3.1,jfrog,Analyzed
CVE-2024-45216,0.4,0.0,9.8,3.1,9.8,3.1,apache,Analyzed
CVE-2024-45217,0.4,0.0,8.1,3.1,8.1,3.1,apache,Analyzed
CVE-2024-45277,0.4,0.0,4.3,3.1,4.3,3.1,sap,Analyzed
CVE-2024-45292,0.4,0.0,5.4,3.1,5.4,3.1,github,Analyzed
CVE-2024-45293,0.4,0.0,7.5,3.1,7.5,3.1,github,Analyzed
CVE-2024-45294,0.4,0.0,8.6,3.1,8.6,3.1,github,Awaiting Analysis
CVE-2024-45296,0.4,0.0,7.5,3.1,7.5,3.1,github,Awaiting Analysis
CVE-2024-45305,0.4,0.0,2.5,3.1,2.5,3.1,github,Awaiting Analysis
CVE-2024-45310,0.4,0.0,3.6,3.1,3.6,3.1,github,Analyzed
CVE-2024-45311,0.4,0.0,7.5,3.1,7.5,3.1,github,Analyzed
CVE-2024-45337,1.0,0.0,9.1,3.1,9.1,3.1,golang,Awaiting Analysis
CVE-2024-45339,1.0,0.0,7.1,3.1,7.1,3.1,golang,Awaiting Analysis
CVE-2024-45387,0.4,0.0,8.8,3.1,8.8,3.1,apache,Analyzed
CVE-2024-45388,0.4,0.0,7.5,3.1,7.5,3.1,github,Analyzed
CVE-2024-45391,0.4,0.0,7.5,3.1,7.5,3.1,github,Analyzed
CVE-2024-45399,0.4,0.0,6.1,3.1,6.1,3.1,github,Analyzed
CVE-2024-4540,0.4,0.0,7.5,3.1,7.5,3.1,redhat,Awaiting Analysis
CVE-2024-45405,0.4,0.0,6.0,3.1,6.0,3.1,github,Awaiting Analysis
CVE-2024-45410,0.4,0.0,7.5,3.1,7.5,3.1,github,Analyzed
CVE-2024-45411,0.4,0.0,8.6,3.1,8.6,3.1,github,Modified
CVE-2024-45436,0.4,0.0,7.5,3.1,7.5,3.1,mitre,Analyzed
CVE-2024-45440,0.4,0.0,5.3,3.1,5.3,3.1,drupal,Modified
CVE-2024-45477,0.4,0.0,4.6,3.1,4.6,3.1,apache,Modified
CVE-2024-45478,0.4,0.0,4.8,3.1,4.8,3.1,apache,Modified
CVE-2024-45479,0.4,0.0,9.1,3.1,9.1,3.1,apache,Modified
CVE-2024-45496,0.4,0.0,9.9,3.1,9.9,3.1,redhat,Awaiting Analysis
CVE-2024-45498,0.4,0.0,8.8,3.1,8.8,3.1,apache,Analyzed
CVE-2024-45526,0.4,0.0,5.3,3.1,5.3,3.1,mitre,Awaiting Analysis
CVE-2024-45590,0.4,0.0,7.5,3.1,7.5,3.1,github,Analyzed
CVE-2024-45591,0.4,0.0,5.3,3.1,5.3,3.1,github,Analyzed
CVE-2024-45601,0.4,0.0,7.5,3.1,7.5,3.1,github,Awaiting Analysis
CVE-2024-45604,0.4,0.0,4.3,3.1,4.3,3.1,github,Analyzed
CVE-2024-45612,0.4,0.0,5.3,3.1,5.3,3.1,github,Analyzed
CVE-2024-45614,0.4,0.0,5.4,3.1,5.4,3.1,github,Modified
CVE-2024-45626,0.4,0.0,7.5,3.1,7.5,3.1,apache,Analyzed
CVE-2024-45627,0.4,0.0,5.9,3.1,5.9,3.1,apache,Analyzed
CVE-2024-45689,0.4,0.0,6.5,3.1,6.5,3.1,puiterwijk,Analyzed
CVE-2024-45690,0.4,0.0,7.5,3.1,7.5,3.1,puiterwijk,Analyzed
CVE-2024-45691,1.0,0.0,5.4,3.1,5.4,3.1,puiterwijk,Analyzed
CVE-2024-45719,0.4,0.0,2.6,3.1,2.6,3.1,apache,Analyzed
CVE-2024-45758,0.4,0.0,9.1,3.1,9.1,3.1,mitre,Analyzed
CVE-2024-45784,0.4,0.0,7.5,3.1,7.5,3.1,apache,Analyzed
CVE-2024-45793,0.4,0.0,4.8,3.1,4.8,3.1,github,Awaiting Analysis
CVE-2024-45812,0.4,0.0,6.4,3.1,6.4,3.1,github,Awaiting Analysis
CVE-2024-45815,0.4,0.0,6.5,3.1,6.5,3.1,github,Analyzed
CVE-2024-45846,0.4,0.0,8.8,3.1,8.8,3.1,6f8de1f0-f67e-45a6-b68f-98777fdb759c,Analyzed
CVE-2024-45847,0.4,0.0,8.8,3.1,8.8,3.1,6f8de1f0-f67e-45a6-b68f-98777fdb759c,Analyzed
CVE-2024-45848,0.4,0.0,8.8,3.1,8.8,3.1,6f8de1f0-f67e-45a6-b68f-98777fdb759c,Analyzed
CVE-2024-45849,0.4,0.0,8.8,3.1,8.8,3.1,6f8de1f0-f67e-45a6-b68f-98777fdb759c,Analyzed
CVE-2024-45850,0.4,0.0,8.8,3.1,8.8,3.1,6f8de1f0-f67e-45a6-b68f-98777fdb759c,Analyzed
CVE-2024-45851,0.4,0.0,8.8,3.1,8.8,3.1,6f8de1f0-f67e-45a6-b68f-98777fdb759c,Analyzed
CVE-2024-45852,0.4,0.0,8.8,3.1,8.8,3.1,6f8de1f0-f67e-45a6-b68f-98777fdb759c,Analyzed
CVE-2024-45857,0.4,0.0,7.8,3.1,7.8,3.1,6f8de1f0-f67e-45a6-b68f-98777fdb759c,Awaiting Analysis
CVE-2024-45932,0.4,0.0,4.8,3.1,4.8,3.1,mitre,Analyzed
CVE-2024-45960,0.4,0.0,4.8,3.1,4.8,3.1,mitre,Analyzed
CVE-2024-46212,0.4,0.0,4.9,3.1,4.9,3.1,mitre,Analyzed
CVE-2024-4629,0.4,0.0,6.5,3.1,6.5,3.1,redhat,Modified
CVE-2024-46489,0.4,0.0,8.8,3.1,8.8,3.1,mitre,Analyzed
CVE-2024-46872,0.4,0.0,4.6,3.1,4.6,3.1,mattermost,Analyzed
CVE-2024-46910,0.4,0.0,7.1,3.1,7.1,3.1,apache,Analyzed
CVE-2024-46935,1.0,0.0,7.5,3.1,7.5,3.1,mitre,Modified
CVE-2024-46942,0.4,0.0,6.5,3.1,6.5,3.1,mitre,Modified
CVE-2024-46946,0.4,0.0,9.8,3.1,9.8,3.1,mitre,Analyzed
CVE-2024-46957,0.4,0.0,9.8,3.1,9.8,3.1,mitre,Awaiting Analysis
CVE-2024-46978,0.4,0.0,6.5,3.1,6.5,3.1,github,Analyzed
CVE-2024-46979,0.4,0.0,5.3,3.1,5.3,3.1,github,Analyzed
CVE-2024-46982,0.4,0.0,7.5,3.1,7.5,3.1,github,Analyzed
CVE-2024-46983,0.4,0.0,9.8,3.1,9.8,3.1,github,Analyzed
CVE-2024-46985,0.4,0.0,7.5,3.1,7.5,3.1,github,Analyzed
CVE-2024-46990,0.4,0.0,5.0,3.1,5.0,3.1,github,Analyzed
CVE-2024-46992,0.4,0.0,7.8,3.1,7.8,3.1,github,Awaiting Analysis
CVE-2024-46997,0.4,0.0,9.8,3.1,9.8,3.1,github,Analyzed
CVE-2024-4701,0.4,0.0,9.9,3.1,9.9,3.1,netflix,Awaiting Analysis
CVE-2024-47049,0.4,0.0,8.2,3.1,8.2,3.1,mitre,Modified
CVE-2024-47053,0.4,0.0,7.7,3.1,7.7,3.1,mautic,Analyzed
CVE-2024-47055,0.4,0.0,4.3,3.1,4.3,3.1,mautic,Analyzed
CVE-2024-47056,0.4,0.0,5.1,3.1,5.1,3.1,mautic,Awaiting Analysis
CVE-2024-47057,0.4,0.0,5.3,3.1,5.3,3.1,mautic,Awaiting Analysis
CVE-2024-47058,0.4,0.0,4.8,3.1,4.8,3.1,mautic,Analyzed
CVE-2024-47059,0.4,0.0,4.3,3.1,4.3,3.1,mautic,Analyzed
CVE-2024-47061,0.4,0.0,8.3,3.1,8.3,3.1,github,Awaiting Analysis
CVE-2024-47069,0.4,0.0,6.1,3.1,6.1,3.1,github,Analyzed
CVE-2024-47072,0.4,0.0,7.5,3.1,7.5,3.1,github,Awaiting Analysis
CVE-2024-47081,0.4,0.0,5.3,3.1,5.3,3.1,github,Awaiting Analysis
CVE-2024-47169,0.4,0.0,8.8,3.1,8.8,3.1,github,Analyzed
CVE-2024-47170,0.4,0.0,4.3,3.1,4.3,3.1,github,Analyzed
CVE-2024-47171,0.4,0.0,4.3,3.1,4.3,3.1,github,Analyzed
CVE-2024-47173,0.4,0.0,5.5,3.1,5.5,3.1,github,Awaiting Analysis
CVE-2024-47183,0.4,0.0,8.1,3.1,8.1,3.1,github,Analyzed
CVE-2024-47186,0.4,0.0,6.1,3.1,6.1,3.1,github,Analyzed
CVE-2024-47211,1.0,0.0,5.3,3.1,5.3,3.1,mitre,Awaiting Analysis
CVE-2024-47533,0.4,0.0,9.8,3.1,9.8,3.1,github,Awaiting Analysis
CVE-2024-47535,0.4,0.0,5.5,3.1,5.5,3.1,github,Analyzed
CVE-2024-47605,0.4,0.0,5.4,3.1,5.4,3.1,github,Awaiting Analysis
CVE-2024-47614,0.4,0.0,7.5,3.1,7.5,3.1,github,Awaiting Analysis
CVE-2024-47616,0.4,0.0,6.8,3.1,6.8,3.1,github,Awaiting Analysis
CVE-2024-47617,0.4,0.0,6.1,3.1,6.1,3.1,github,Analyzed
CVE-2024-47762,0.4,0.0,5.8,3.1,5.8,3.1,github,Awaiting Analysis
CVE-2024-47763,0.4,0.0,5.5,3.1,5.5,3.1,github,Analyzed
CVE-2024-47803,0.4,0.0,4.3,3.1,4.3,3.1,googlegroups,Modified
CVE-2024-47804,0.4,0.0,4.3,3.1,4.3,3.1,googlegroups,Modified
CVE-2024-47806,0.4,0.0,8.1,3.1,8.1,3.1,googlegroups,Analyzed
CVE-2024-47807,0.4,0.0,8.1,3.1,8.1,3.1,googlegroups,Analyzed
CVE-2024-47813,0.4,0.0,2.9,3.1,2.9,3.1,github,Analyzed
CVE-2024-47818,0.4,0.0,6.5,3.1,6.5,3.1,github,Awaiting Analysis
CVE-2024-47822,0.4,0.0,4.2,3.1,4.2,3.1,github,Modified
CVE-2024-47829,0.4,0.0,6.5,3.1,6.5,3.1,github,Analyzed
CVE-2024-47855,1.0,0.0,5.3,3.1,5.3,3.1,mitre,Awaiting Analysis
CVE-2024-47873,0.4,0.0,7.5,3.1,7.5,3.1,github,Analyzed
CVE-2024-47883,0.4,0.0,9.1,3.1,9.1,3.1,github,Analyzed
CVE-2024-47913,0.4,0.0,5.3,3.1,5.3,3.1,mitre,Analyzed
CVE-2024-48050,0.4,0.0,9.8,3.1,9.8,3.1,mitre,Analyzed
CVE-2024-48052,0.4,0.0,6.5,3.1,6.5,3.1,mitre,Analyzed
CVE-2024-48057,0.4,0.0,6.1,3.1,6.1,3.1,mitre,Analyzed
CVE-2024-48061,0.4,0.0,9.8,3.1,9.8,3.1,mitre,Analyzed
CVE-2024-48112,0.4,0.0,9.8,3.1,9.8,3.1,mitre,Analyzed
CVE-2024-48228,0.4,0.0,6.1,3.1,6.1,3.1,mitre,Analyzed
CVE-2024-48231,0.4,0.0,7.2,3.1,7.2,3.1,mitre,Analyzed
CVE-2024-4825,0.4,0.0,9.8,3.1,9.8,3.1,incibe,Analyzed
CVE-2024-48307,0.4,0.0,9.8,3.1,9.8,3.1,mitre,Analyzed
CVE-2024-48510,0.4,0.0,9.8,3.1,9.8,3.1,mitre.org,Analyzed
CVE-2024-48514,0.4,0.0,9.8,3.1,9.8,3.1,mitre,Awaiting Analysis
CVE-2024-48652,0.4,0.0,4.8,3.1,4.8,3.1,mitre,Analyzed
CVE-2024-48872,0.4,0.0,4.8,3.1,4.8,3.1,mattermost,Analyzed
CVE-2024-48896,0.4,0.0,4.3,3.1,4.3,3.1,redhat,Analyzed
CVE-2024-48899,0.4,0.0,4.3,3.1,4.3,3.1,puiterwijk,Analyzed
CVE-2024-48901,0.4,0.0,4.3,3.1,4.3,3.1,redhat,Analyzed
CVE-2024-48913,0.4,0.0,5.9,3.1,5.9,3.1,github,Analyzed
CVE-2024-48914,0.4,0.0,9.1,3.1,9.1,3.1,github,Awaiting Analysis
CVE-2024-48917,0.4,0.0,7.5,3.1,7.5,3.1,github,Analyzed
CVE-2024-48927,0.4,0.0,4.6,3.1,4.6,3.1,github,Analyzed
CVE-2024-48929,0.4,0.0,4.2,3.1,4.2,3.1,github,Analyzed
CVE-2024-48948,0.4,0.0,4.8,3.1,4.8,3.1,mitre,Modified
CVE-2024-49048,0.4,0.0,8.1,3.1,8.1,3.1,microsoft,Analyzed
CVE-2024-49194,0.4,0.0,7.3,3.1,7.3,3.1,mitre,Awaiting Analysis
CVE-2024-49580,0.4,0.0,5.3,3.1,5.3,3.1,jetbrains,Modified
CVE-2024-49750,0.4,0.0,5.5,3.1,5.5,3.1,github,Analyzed
CVE-2024-49755,0.4,0.0,3.1,3.1,3.1,3.1,github,Awaiting Analysis
CVE-2024-49756,0.4,0.0,5.3,3.1,5.3,3.1,github,Awaiting Analysis
CVE-2024-49762,0.4,0.0,4.6,3.1,4.6,3.1,github,Awaiting Analysis
CVE-2024-49769,0.4,0.0,7.5,3.1,7.5,3.1,github,Modified
CVE-2024-49771,0.4,0.0,5.3,3.1,5.3,3.1,github,Awaiting Analysis
CVE-2024-50052,0.4,0.0,4.3,3.1,4.3,3.1,mattermost,Analyzed
CVE-2024-50338,0.4,0.0,7.4,3.1,7.4,3.1,github,Awaiting Analysis
CVE-2024-50340,0.4,0.0,7.3,3.1,7.3,3.1,github,Awaiting Analysis
CVE-2024-50341,0.4,0.0,3.1,3.1,3.1,3.1,github,Awaiting Analysis
CVE-2024-50343,0.4,0.0,3.1,3.1,3.1,3.1,github,Awaiting Analysis
CVE-2024-50353,0.4,0.0,5.3,3.1,5.3,3.1,github,Analyzed
CVE-2024-50354,0.4,0.0,5.5,3.1,5.5,3.1,github,Analyzed
CVE-2024-50379,0.4,0.0,9.8,3.1,9.8,3.1,apache,Modified
CVE-2024-5042,0.4,0.0,6.6,3.1,6.6,3.1,redhat,Awaiting Analysis
CVE-2024-5062,0.4,0.0,6.1,3.1,6.1,3.1,huntr,Modified
CVE-2024-50701,0.4,0.0,4.3,3.1,4.3,3.1,mitre,Analyzed
CVE-2024-51058,0.4,0.0,6.2,3.1,6.2,3.1,mitre,Modified
CVE-2024-51093,0.4,0.0,8.7,3.1,8.7,3.1,mitre,Modified
CVE-2024-51132,0.4,0.0,9.8,3.1,9.8,3.1,mitre,Awaiting Analysis
CVE-2024-51135,0.4,0.0,9.8,3.1,9.8,3.1,mitre,Awaiting Analysis
CVE-2024-51210,0.4,0.0,5.3,3.1,5.3,3.1,mitre.org,Awaiting Analysis
CVE-2024-51434,0.4,0.0,6.1,3.1,6.1,3.1,mitre,Awaiting Analysis
CVE-2024-51479,0.4,0.0,7.5,3.1,7.5,3.1,github,Analyzed
CVE-2024-51491,0.6,0.0,3.3,3.1,3.3,3.1,github,Analyzed
CVE-2024-5154,0.4,0.0,8.1,3.1,8.1,3.1,redhat,Modified
CVE-2024-51744,0.4,0.0,3.1,3.1,3.1,3.1,github,Awaiting Analysis
CVE-2024-51754,0.4,0.0,2.2,3.1,2.2,3.1,github,Awaiting Analysis
CVE-2024-51755,0.4,0.0,2.2,3.1,2.2,3.1,github,Awaiting Analysis
CVE-2024-51987,0.4,0.0,5.4,3.1,5.4,3.1,github,Awaiting Analysis
CVE-2024-51988,0.4,0.0,6.5,3.1,6.5,3.1,github,Awaiting Analysis
CVE-2024-51992,0.4,0.0,4.1,3.1,4.1,3.1,github,Awaiting Analysis
CVE-2024-51996,0.4,0.0,7.5,3.1,7.5,3.1,github,Awaiting Analysis
CVE-2024-51998,0.4,0.0,8.6,3.1,8.6,3.1,github,Awaiting Analysis
CVE-2024-52007,0.4,0.0,8.6,3.1,8.6,3.1,github,Awaiting Analysis
CVE-2024-52280,0.4,0.0,7.7,3.1,7.7,3.1,suse,Awaiting Analysis
CVE-2024-52281,0.4,0.0,8.9,3.1,8.9,3.1,suse,Awaiting Analysis
CVE-2024-52282,0.4,0.0,6.2,3.1,6.2,3.1,suse,Awaiting Analysis
CVE-2024-52284,0.4,0.0,7.7,3.1,7.7,3.1,suse,Awaiting Analysis
CVE-2024-52288,0.4,0.0,5.1,3.1,5.1,3.1,github,Awaiting Analysis
CVE-2024-52293,0.4,0.0,7.2,3.1,7.2,3.1,github,Analyzed
CVE-2024-52294,0.4,0.0,4.3,3.1,4.3,3.1,github,Awaiting Analysis
CVE-2024-52296,0.4,0.0,6.5,3.1,6.5,3.1,github,Awaiting Analysis
CVE-2024-52316,0.4,0.0,9.8,3.1,9.8,3.1,apache,Analyzed
CVE-2024-52317,0.4,0.0,6.5,3.1,6.5,3.1,apache,Analyzed
CVE-2024-52318,0.4,0.0,6.1,3.1,6.1,3.1,apache,Analyzed
CVE-2024-52529,0.4,0.0,5.8,3.1,5.8,3.1,github,Analyzed
CVE-2024-52549,0.4,0.0,4.3,3.1,4.3,3.1,googlegroups,Analyzed
CVE-2024-52550,0.4,0.0,8.0,3.1,8.0,3.1,googlegroups,Analyzed
CVE-2024-52551,0.4,0.0,8.0,3.1,8.0,3.1,googlegroups,Analyzed
CVE-2024-52552,0.4,0.0,8.0,3.1,8.0,3.1,googlegroups,Analyzed
CVE-2024-52553,0.4,0.0,8.8,3.1,8.8,3.1,googlegroups,Analyzed
CVE-2024-52554,0.4,0.0,8.8,3.1,8.8,3.1,googlegroups,Analyzed
CVE-2024-52594,0.4,0.0,4.3,3.1,4.3,3.1,github,Awaiting Analysis
CVE-2024-52600,0.4,0.0,5.3,3.1,5.3,3.1,github,Awaiting Analysis
CVE-2024-5273,0.4,0.0,4.3,3.1,4.3,3.1,googlegroups,Analyzed
CVE-2024-52787,0.4,0.0,9.1,3.1,9.1,3.1,mitre,Awaiting Analysis
CVE-2024-52796,0.4,0.0,5.3,3.1,5.3,3.1,github,Awaiting Analysis
CVE-2024-52804,0.4,0.0,7.5,3.1,7.5,3.1,github,Modified
CVE-2024-52806,0.4,0.0,8.3,3.1,8.3,3.1,github,Awaiting Analysis
CVE-2024-52807,0.4,0.0,8.6,3.1,8.6,3.1,github,Awaiting Analysis
CVE-2024-52812,0.4,0.0,5.4,3.1,5.4,3.1,github,Awaiting Analysis
CVE-2024-52813,0.4,0.0,4.3,3.1,4.3,3.1,github,Awaiting Analysis
CVE-2024-52980,0.4,0.0,6.5,3.1,6.5,3.1,elastic,Analyzed
CVE-2024-5312,0.4,0.0,6.3,3.1,6.3,3.1,incibe,Awaiting Analysis
CVE-2024-5314,0.4,0.0,9.1,3.1,9.1,3.1,incibe,Analyzed
CVE-2024-5315,0.4,0.0,9.1,3.1,9.1,3.1,incibe,Analyzed
CVE-2024-5321,0.4,0.0,6.1,3.1,6.1,3.1,liggitt,Awaiting Analysis
CVE-2024-53253,0.4,0.0,5.3,3.1,5.3,3.1,github,Analyzed
CVE-2024-53257,0.4,0.0,4.9,3.1,4.9,3.1,github,Awaiting Analysis
CVE-2024-53259,0.4,0.0,6.5,3.1,6.5,3.1,github,Awaiting Analysis
CVE-2024-53267,0.4,0.0,5.5,3.1,5.5,3.1,github,Awaiting Analysis
CVE-2024-53277,0.4,0.0,5.4,3.1,5.4,3.1,github,Analyzed
CVE-2024-53299,0.4,0.0,6.5,3.1,6.5,3.1,apache,Analyzed
CVE-2024-53351,0.4,0.0,9.8,3.1,9.8,3.1,mitre,Analyzed
CVE-2024-53457,0.4,0.0,5.4,3.1,5.4,3.1,mitre,Analyzed
CVE-2024-53526,0.4,0.0,6.4,3.1,6.4,3.1,mitre,Analyzed
CVE-2024-53615,0.4,0.0,6.5,3.1,6.5,3.1,mitre,Awaiting Analysis
CVE-2024-53829,0.4,0.0,8.2,3.1,8.2,3.1,85b1779b-6ecd-4f52-bcc5-73eac4659dcf,Analyzed
CVE-2024-53843,0.4,0.0,8.1,3.1,8.1,3.1,github,Awaiting Analysis
CVE-2024-53848,0.4,0.0,7.1,3.1,7.1,3.1,github,Awaiting Analysis
CVE-2024-53856,0.4,0.0,7.5,3.1,7.5,3.1,github,Awaiting Analysis
CVE-2024-53857,0.4,0.0,7.5,3.1,7.5,3.1,github,Awaiting Analysis
CVE-2024-53858,0.4,0.0,6.5,3.1,6.5,3.1,github,Awaiting Analysis
CVE-2024-53860,0.4,0.0,8.6,3.1,8.6,3.1,github,Awaiting Analysis
CVE-2024-53867,0.4,0.0,4.3,3.1,4.3,3.1,github,Awaiting Analysis
CVE-2024-53907,0.4,0.0,7.5,3.1,7.5,3.1,mitre,Analyzed
CVE-2024-53908,0.4,0.0,9.8,3.1,9.8,3.1,mitre,Analyzed
CVE-2024-53916,0.4,0.0,7.5,3.1,7.5,3.1,mitre,Awaiting Analysis
CVE-2024-53981,0.4,0.0,7.5,3.1,7.5,3.1,github,Awaiting Analysis
CVE-2024-53983,0.4,0.0,5.4,3.1,5.4,3.1,github,Awaiting Analysis
CVE-2024-54000,0.4,0.0,7.5,3.1,7.5,3.1,github,Analyzed
CVE-2024-54003,0.4,0.0,8.0,3.1,8.0,3.1,googlegroups,Analyzed
CVE-2024-54004,0.4,0.0,4.3,3.1,4.3,3.1,googlegroups,Analyzed
CVE-2024-54016,0.4,0.0,4.3,3.1,4.3,3.1,apache,Analyzed
CVE-2024-54083,0.4,0.0,6.5,3.1,6.5,3.1,mattermost,Analyzed
CVE-2024-54151,0.4,0.0,7.5,3.1,7.5,3.1,github,Analyzed
CVE-2024-5443,0.4,0.0,9.8,3.0,9.8,3.0,huntr,Awaiting Analysis
CVE-2024-54677,0.4,0.0,5.3,3.1,5.3,3.1,apache,Modified
CVE-2024-54774,0.4,0.0,4.8,3.1,4.8,3.1,mitre,Analyzed
CVE-2024-54775,0.4,0.0,4.8,3.1,4.8,3.1,mitre,Analyzed
CVE-2024-55186,0.4,0.0,4.3,3.1,4.3,3.1,mitre,Awaiting Analysis
CVE-2024-55196,0.4,0.0,7.5,3.1,7.5,3.1,mitre,Awaiting Analysis
CVE-2024-55341,0.4,0.0,4.7,3.1,4.7,3.1,mitre,Analyzed
CVE-2024-55342,0.4,0.0,4.7,3.1,4.7,3.1,mitre,Analyzed
CVE-2024-55417,0.4,0.0,4.3,3.1,4.3,3.1,mitre,Analyzed
CVE-2024-55470,0.4,0.0,7.5,3.1,7.5,3.1,mitre,Awaiting Analysis
CVE-2024-55471,0.4,0.0,6.5,3.1,6.5,3.1,mitre,Awaiting Analysis
CVE-2024-55488,0.4,0.0,6.5,3.1,6.5,3.1,mitre.org,Analyzed
CVE-2024-55565,0.4,0.0,4.3,3.1,4.3,3.1,mitre,Awaiting Analysis
CVE-2024-55586,0.4,0.0,9.8,3.1,9.8,3.1,mitre.org,Awaiting Analysis
CVE-2024-55587,0.4,0.0,8.8,3.1,8.8,3.1,mitre,Awaiting Analysis
CVE-2024-55636,0.4,0.0,9.8,3.1,9.8,3.1,drupal,Analyzed
CVE-2024-55637,0.4,0.0,9.8,3.1,9.8,3.1,drupal,Analyzed
CVE-2024-55638,0.4,0.0,9.8,3.1,9.8,3.1,drupal,Analyzed
CVE-2024-5565,0.4,0.0,8.1,3.1,8.1,3.1,jfrog,Awaiting Analysis
CVE-2024-5569,0.4,0.0,6.2,3.0,6.2,3.0,huntr,Awaiting Analysis
CVE-2024-55875,0.4,0.0,9.8,3.1,9.8,3.1,github,Awaiting Analysis
CVE-2024-55878,0.4,0.0,6.8,3.1,6.8,3.1,github,Awaiting Analysis
CVE-2024-55887,0.4,0.0,8.6,3.1,8.6,3.1,github,Awaiting Analysis
CVE-2024-55893,0.4,0.0,4.3,3.1,4.3,3.1,github,Analyzed
CVE-2024-55920,0.4,0.0,4.3,3.1,4.3,3.1,github,Analyzed
CVE-2024-55922,0.4,0.0,5.4,3.1,5.4,3.1,github,Analyzed
CVE-2024-55923,0.4,0.0,4.3,3.1,4.3,3.1,github,Analyzed
CVE-2024-55924,0.4,0.0,8.0,3.1,8.0,3.1,github,Analyzed
CVE-2024-56128,0.4,0.0,5.3,3.1,5.3,3.1,apache,Analyzed
CVE-2024-56138,0.4,0.0,4.0,3.1,4.0,3.1,github,Awaiting Analysis
CVE-2024-56143,0.4,0.0,8.2,3.1,8.2,3.1,github,Analyzed
CVE-2024-56180,0.4,0.0,9.8,3.1,9.8,3.1,apache,Analyzed
CVE-2024-56325,0.4,0.0,9.8,3.1,9.8,3.1,apache,Analyzed
CVE-2024-56331,0.4,0.0,6.8,3.1,6.8,3.1,github,Awaiting Analysis
CVE-2024-56332,0.4,0.0,5.3,3.1,5.3,3.1,github,Analyzed
CVE-2024-56334,0.4,0.0,7.8,3.1,7.8,3.1,github,Awaiting Analysis
CVE-2024-56509,0.4,0.0,8.6,3.1,8.6,3.1,github,Awaiting Analysis
CVE-2024-56510,0.4,0.0,5.3,3.1,5.3,3.1,github,Awaiting Analysis
CVE-2024-56522,0.4,0.0,7.5,3.1,7.5,3.1,mitre,Modified
CVE-2024-56733,0.4,0.0,5.7,3.1,5.7,3.1,github,Awaiting Analysis
CVE-2024-5685,0.4,0.0,8.1,3.1,8.1,3.1,596c5446-0ce5-4ba2-aa66-48b3b757a647,Analyzed
CVE-2024-56923,0.4,0.0,5.4,3.1,5.4,3.1,mitre,Analyzed
CVE-2024-57041,0.4,0.0,4.6,3.1,4.6,3.1,mitre,Analyzed
CVE-2024-57066,0.4,0.0,7.5,3.1,7.5,3.1,mitre,Awaiting Analysis
CVE-2024-57068,0.4,0.0,7.5,3.1,7.5,3.1,mitre,Awaiting Analysis
CVE-2024-57072,0.4,0.0,7.5,3.1,7.5,3.1,mitre,Awaiting Analysis
CVE-2024-57075,0.4,0.0,7.5,3.1,7.5,3.1,mitre,Awaiting Analysis
